2020,,,,,,
"['Mayor De Blasio, NYCHA Announce Completion of Comprehensive Safety Lighting at Boulevard Houses']",['https://www1.nyc.gov/site/nycha/about/press/pr-2016/nycha-announce-completion-of-safety-lighting-at-boulevard-houses-20160713.page '],"['houses', 'lighting', 'completion']",[],[],"{'2014', '2015', '2017', '2016', '2023', '2018'}","['adams', 'bushwick', 'butler', 'castle hill', 'ingersoll', 'polo grounds towers', 'stapleton', 'van dyke i', 'van dyke ii']"
['NYCHA & HPD Release a Request for Proposals for Two NextGen Neighborhoods Development Sites'],['https://www1.nyc.gov/site/nycha/about/press/pr-2016/nycha-hpd-release-a-request-for-proposals-for-two-nextgen-neighborhoods-development-sites-20160630.page '],"['development', 'release']",[],[],"{'2000', '2016', '2015', '2023'}","['holmes towers', 'wyckoff gardens']"
"['NYCHA Announces PACT (Permanent Affordabiliy Commitment Together) & Plans for $1 Billion in Major Upgrades to 5,200 Apartments']",['https://www1.nyc.gov/site/nycha/about/press/pr-2016/nycha-announces-pact-and-plans-for-1-billion-in-major-upgrades-to-5200-apartments-20160630.page '],"['commitment', 'upgrades']",[],[],"{'2016', '2023'}","['berry', 'brown', 'bushwick', 'low houses', 'manhattanville', 'marcy', 'morrisania', 'west farms square conventional']"
"['NYCHA & HPD Release a Request for Proposals for 100% Affordable Housing in Mott Haven, South Bronx']",['https://www1.nyc.gov/site/nycha/about/press/pr-2016/nycha-hpd-release-a-request-for-proposals-for-100-percent-affordable-housing-in-mott-haven-south-bronx-20160627.page '],"['housing', 'release']",[],[],{'2023'},[]
['NYCHA Launches New Fire Safety Initiatives During National Safety Month; FDNY to Host 100 Fire Safety Workshops at NYCHA Developments Citywide'],['https://www1.nyc.gov/site/nycha/about/press/pr-2016/nycha-launches-new-fire-safety-initiatives-during-national-safety-month-20160627.page '],['developments'],[],[],"{'2016', '2023'}",[]
"['DeBlasio Administration, U.S. Senator Schumer and Congressmen Meeks Break Ground On $67 Million Recovery & Resiliency Project In The Rockaways; First Funded Project Of $3 Billion Fema Grant – Largest In Us History – Moves Forward']",['https://www1.nyc.gov/site/nycha/about/press/pr-2016/de-blasio-administration-us-senator-schumer-break-ground-on-67-mil-recovery-and-resiliency-project-in-the-rockaways-20160624.page '],"['project', 'fema', 'resiliency', 'recovery', 'administration', 'grant']",[],[],{'2023'},"['astoria', 'carleton manor', 'coney island', 'grant', 'rangel', 'smith']"
['NYCHA Seek a Partner for State-of-the-art Microgrid; Heat & Power Generation System at Red Hook Houses'],['https://www1.nyc.gov/site/nycha/about/press/pr-2016/nycha-seeks-a-partner-for-state-of-the-art-microgrid-20160622.page'],"['system', 'heat', 'houses', 'power', 'microgrid', 'generation']",[],[],"{'2016', '2023'}","['adams', 'red hook east']"
['Delivering for Public Housing: Mayor De Blasio Announces Completion of 305 New Safety Lights and Expanded Programs to Reduce Crime at Brooklyn’s Bushwick Houses'],['https://www1.nyc.gov/site/nycha/about/press/pr-2016/map-lighting-20160615.page'],"['housing', 'houses', 'reduce', 'public', 'completion']",[],[],"{'2014', '2015', '2017', '2016', '2023', '2018'}","['adams', 'bushwick', 'butler', 'castle hill', 'ingersoll', 'polo grounds towers', 'stapleton', 'van dyke i', 'van dyke ii']"
['NYCHA Appoints Joseph Kemp as Resident Public Safety Advisory Committee Member'],['https://www1.nyc.gov/site/nycha/about/press/pr-2016/nycha-appoints-joseph-kemp-as-resident-public-safety-advisory-committee-member-20160608.page'],"['resident', 'public']",[],[],"{'2016', '2023'}",[]
2015,,,,,,
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings
['NYCHA Launches New Interactive Sandy Recovery Map'],['https://www1.nyc.gov/site/nycha/about/press/pr-2015/NYCHA-launches-interactive-sandy-map-20151223.page'],['recovery'],[],[],"{'2012', '2016', '2015', '2023'}",[]
['NYCHA Releases Emergency Response & Preparedness End of Year Report'],['https://www1.nyc.gov/site/nycha/about/press/pr-2015/nycha-emergency-preparedness-report-2015.page'],"['emergency', 'report']",[],[],"{'2016', '2015', '2023'}",[]
"['After 3 Years, NYCHA’s Long-Awaited Sandy Recovery Enters New Phase']",['https://www1.nyc.gov/site/nycha/about/press/pr-2015/sandy-recovery-enters-new-phase-20151029.page'],"['phase', 'recovery']",[],[],"{'2015', '2023'}","['adams', 'brown', 'carleton manor', 'coney island', 'gravesend', 'red hook east', 'red hook west', 'riis', 'riis ii', 'surfside gardens']"
"['NYCHA Announces Progress, More Transparency in the First 100 Days of NextGen NYCHA']",['https://www1.nyc.gov/site/nycha/about/press/pr-2015/progress-transparency-in-1st-100-days-of-nextgen.page'],['progress'],[],[],{'2023'},[]
"['NYCHA Launches New Mobile App “MyNYCHA,” Allowing Residents to Make Repair Requests From Anywhere, Anytime']",['https://www1.nyc.gov/site/nycha/about/press/pr-2015/mynycha-app-20150921.page'],"['repair', 'residents', 'mobile']",[],[],"{'2000', '2015', '2023'}",[]
['NYCHA & NYC Dept of Cultural Affairs Announce New Grant to Support “Make Mott Haven”'],['https://www1.nyc.gov/site/nycha/about/press/pr-2015/make-mott-haven-grant-20150831.page'],['grant'],[],[],"{'1965', '2015', '2023'}","['grant', 'mott haven']"
['De Blasio Administration Announces Start of $87 Million Queensbridge Houses Roof Replacement'],['http://www1.nyc.gov/office-of-the-mayor/news/574-15/de-blasio-administration-start-87-million-queensbridge-houses-roof-replacement'],"['houses', 'replacement', 'roof', 'administration']",[],[],"{'2017', '1939', '2015'}",['queensbridge north']
"['NYCHA Chair, City Council speaker, Manhattan District Attorney & Elected Officials Announce the Start of $80 million in New Public Safety Lighting Construction at 15 NYCHA Sites']",['https://www1.nyc.gov/site/nycha/about/press/pr-2015/NYCHA-announces-80mil-for-public-safety-lighting-20150804.page'],"['lighting', 'public', 'construction', 'district']",[],[],"{'2016', '2023', '2014'}","['bushwick', 'butler', 'hernandez', 'polo grounds towers', 'soundview', 'wagner', 'whitman']"
['NYCHA & Citi Announce Economic Empowerment Program for Public Housing Residents with Community Partners'],['https://www1.nyc.gov/site/nycha/about/press/pr-2015/nycha-citi-announce-economic-empowerment-program-2015-07-16.page'],"['program', 'housing', 'public', 'residents']",[],[],"{'2015', '2023'}",[]
['Mayor de Blasio Announces up to $10 million Investment in Free Broadband Service for Five NYCHA Developments'],['https://www1.nyc.gov/site/nycha/about/press/pr-2015/free-broadband-service-for-five-nycha-developments-20150716.page'],"['service', 'investment', 'developments']",[],[],{'2023'},[]
['NYCHA Announces Fundamental Improvements to Maintenance & Repairs in New “Fix-it-Forward” Initiative'],['https://www1.nyc.gov/site/nycha/about/press/pr-2015/fix-it-forward-20150712.page'],"['initiative', 'fix']",[],[],"{'1999', '2023', '1936', '2013'}","['brown', 'brownsville', 'grant', 'manhattanville', 'melrose', 'mill brook', 'mitchel', 'mott haven', 'patterson', 'red hook west', 'rutgers', 'smith', 'woodside', 'woodson']"
"['De Blasio Administration Announces Removal of Over 43,000 Feet of Sidewalk Shedding at NYCHA Developments Making Neighborhoods Safer & Cleaner Across City']",['https://www1.nyc.gov/site/nycha/about/press/pr-2015/removal-of-Over-43k-feet-of-sidewalk-sheds-20150709.page'],"['cleaner', 'administration', 'developments', 'safer']",[],[],"{'2015', '2084', '2023', '1925', '2013'}","['adams', 'amsterdam', 'brevoort', 'brown', 'brownsville', 'butler', 'carey gardens', 'clinton', 'forest', 'gravesend', 'haber', 'jackson', 'jefferson', 'lincoln', 'marcy', 'mckinley', 'melrose', 'mitchel', 'nostrand', 'parkside', 'patterson', 'red hook east', 'red hook west', 'redfern', 'robinson', 'sheepshead bay', 'tilden', 'tompkins', 'washington']"
"['NYCHA & HPD Release Request for Affordable Housing Proposals in Brooklyn, Bronx']",['https://www1.nyc.gov/site/nycha/about/press/pr-2015/nycha-hpd-rfp.page'],"['housing', 'release']",[],[],"{'2000', '2015', '2023'}","['adams', 'brown', 'brownsville', 'ingersoll', 'mill brook', 'mott haven']"
2014,,,,,,
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings
"['Mayor de Blasio, District Attorney Vance Announce $101 Million Investment in Infrastructure and Programming to Enhance Safety in NYCHA Developments']",['http://www1.nyc.gov/office-of-the-mayor/news/560-14/mayor-de-blasio-district-attorney-vance-101-million-investment-infrastructure-and'],"['investment', 'district', 'infrastructure', 'developments']",[],[],{'2014'},[]
"[""Mayor de Blasio, Office to Combat Domestic Violence Commissioner Pierre-Louis and Housing Authority Chair Olatoye Mark First Day of Work for City's First Ever Public Housing Domestic Violence Response 10-Member Team""]",['http://www1.nyc.gov/office-of-the-mayor/news/924-14/mayor-de-blasio-office-combat-domestic-violence-commissioner-pierre-louis-housing-authority'],"['housing', 'work', 'public', 'team', 'commissioner']",[],[],"{'2015', '2014'}",[]
['NYCHA Statement on Testimony to the New York City Council Public Housing Committee'],['https://www1.nyc.gov/site/nycha/about/press/pr-2014/statement-dv-testimony-20141014.page'],"['housing', 'public']",[],[],{'2023'},[]
"['NYCHA, Red Cross Team Up to Prepare Residents for Disasters']",['https://www1.nyc.gov/site/nycha/about/press/pr-2014/red-cross-partnership-20141001.page'],"['team', 'residents']",[],[],"{'2023', '2014'}",['robinson']
2013,,,,,,
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings
['NYCHA Completes CCTV Installation at City-Council Funded Developments'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-completes-cctv-installations.page'],"['installation', 'developments']",[],[],"{'2012', '2010', '2009', '2023', '2013'}",[]
['NYCHA is on Track to Complete CCTV Installation at City Council-Funded Developments by the End of the Year'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/cctv-installation-completion.page'],"['complete', 'installation', 'developments']",[],[],"{'2012', '2010', '2009', '2023', '2013'}",[]
['NYCHA Reports on Submissions for Development on Public Housing Property'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-land-lease-rfei-report.page'],"['housing', 'development', 'public']",[],[],"{'2023', '2013'}",[]
"['CMOM, NYCHA and Union Settlement Celebrate the Opening of the Early Childhood Literacy and Health Hubs']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/cmom-nycha-union-settlement-learning-hub.page'],['health'],[],[],"{'2023', '2013'}",['johnson']
"['State Senator Daniel Squadron, NYCHA Announce Initiative to Close SNAP Gap']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/squadron-nycha-snap-gap.page'],['initiative'],[],[],"{'2010', '2023', '2013'}",[]
"['NYCHA Reduces Work Order Backlog to 48,000']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-reduces-work-order-backlog-to-48000.page'],['work'],[],[],"{'1969', '2023', '2013'}",[]
"['HPD, HDC & NYCHA Join SKA Marin and Partners to Celebrate the Ribbon-Cutting for New Affordable Senior Housing in Brooklyn']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/riverway-apartments-ribbon-cutting.page'],"['housing', 'cutting']",[],[],"{'2012', '2014', '2000', '2023', '2003', '2005', '2013'}","['brown', 'brownsville']"
"['HPD, HDC, NYCHA, CPC Resources, L+M Development Partners, Lemle & Wolff, The New York Housing Partnership, and Partners Celebrate the Groundbreaking of Affordable Family Housing in the Bronx']",['http://www.nychdc.com/pr_11-21-2013/'],"['housing', 'development', 'partnership']",[],[],{'2023'},[]
['NYCHA Announces Developer/Manager for Project-based Section 8 Properties'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/developer-manager-announced-for-section-8-properties.page'],['project'],[],[],"{'2023', '2014', '2013'}",[]
"['NYCHA Eliminates Almost 268,000 Repair Work Orders from Its Backlog']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-eliminates-nearly-268000-repair-work-orders-from-its-backlog.page'],"['work', 'repair']",[],[],"{'2000', '2023', '2013'}",[]
['NYCHA Prepares for Future Weather-Related Emergencies'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-one-year-after-sandy.page'],['future'],[],[],"{'2023', '2013'}",[]
['NYCHA Releases Reports Demonstrating Public Housing’s Significant Economic Impact'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-releases-economic-impact-reports.page'],"['housing', 'public', 'impact']",[],[],"{'2023', '2013', '2011'}",[]
['NYCHA Eliminates Almost a Quarter of a Million Repair Work Orders from Its Backlog'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-eliminates-nearly-250k-repair-work-orders-from-its-backlog.page'],"['work', 'repair']",[],[],"{'2012', '2023', '2013'}",[]
['NYCHA Enhances Customer Service for Public Housing Applicants and Section 8 Voucher Holders'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/self-service-status-portal.page'],"['housing', 'public', 'service']",[],[],"{'2023', '2013'}",[]
['NYCHA Awards Student Residents Thousands of Dollars in Scholarships'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-cuny-2013-resident-scholarships.page'],['residents'],[],[],"{'2011', '2004', '2023', '1999', '2005', '2013'}","['baruch', 'bland', 'eastchester gardens', 'gompers', 'gowanus', 'grant', 'jackson', 'long island baptist houses', 'straus', 'wald', 'washington', 'white']"
"[""Mayor Bloomberg, City, State, Federal Housing Agencies Announce $732 million Investment to Modernize and Preserve Public Housing (from Mayor's Office)""]",['http://www1.nyc.gov/office-of-the-mayor/news/304-13/mayor-bloomberg-city-state-federal-housing-agencies-732-million-investment-to#/0'],"['housing', 'public', 'investment', 'preserve', 'modernize']",[],[],{'2013'},[]
"['NYCHA, Player Kemba Walker, and Under Armour Unveil the Newly Refurbished Basketball Court at Sack Wern Houses']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/sack-wern-basketball-court-refurbishment-kemba-walker.page'],['houses'],[],[],"{'2023', '2013'}","['sack wern', 'washington']"
"['NYCHA Eliminates Over 233,000 Repair Work Orders from Its Backlog']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-eliminates-over-233000-repair-work-orders-from-its-backlog.page'],"['work', 'repair']",[],[],"{'2012', '2023', '2013'}",[]
['NYCHA Seeks Expressions of Interest in Development on Public Housing Property'],['https://www1.nyc.gov/'],"['housing', 'development', 'public']",[],[],"{'2023', '2030'}",['adams']
"['For The First Time, NYC Parks\' ""Learn To Swim"" Program will be Offered to NYCHA Summer Campers in Manhattan and the Bronx']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/learn-to-swim-program-offered-to-nycha-summer-campers.page'],"['program', 'summer']",[],[],"{'2023', '2013'}",['wagner']
"[""Women's Initiative Program Successfully Graduates NYCHA Residents""]",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/womens-initiative-program-graduates-nycha-residents.page'],"['program', 'initiative', 'residents']",[],[],"{'2000', '2012', '2023', '2013'}",['grant']
"['NYCHA Eliminates Over 225,000 Repair Work Orders from Its Backlog']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-eliminates-over-225000-repair-work-orders-from-its-backlog.page'],"['work', 'repair']",[],[],"{'2012', '1970', '2023', '2013'}",[]
['Police Athletic League Brings the Play Street Program to 10 NYCHA Developments This Summer'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/pal-play-street-at-nycha-developments.page'],"['program', 'summer', 'street', 'developments']",[],[],"{'1914', '2023', '2013'}","['amsterdam', 'grant', 'hammel', 'lehman', 'marcy', 'monroe', 'red hook east', 'whitman']"
"['NYCHA Eliminates Over 200,000 Repair Work Orders from Its Backlog']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-eliminates-over-200000-repair-work-orders-from-its-backlog.page'],"['work', 'repair']",[],[],"{'2000', '2012', '2023', '2013'}",[]
['New York Knicks Player Carmelo Anthony and NYCHA Unveil the Newly Refurbished Basketball Court at Red Hook East Houses'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-carmelo-anthony-nycha-unveil.page'],['houses'],[],[],"{'2005', '2023', '2013'}",['red hook east']
"['Renowned Artist Thomas Hirschhorn and NYCHA Host a Preview of Gramsci Monument, a New Art Project at Forest Houses']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-hosts-gramsci-monument-preview-at-forest-houses.page'],"['project', 'houses']",[],[],"{'2023', '2013'}","['brown', 'forest']"
['New York City Council Member Rosie Mendez and NYCHA Announce CCTV Camera Installation Complete at Campos Plaza'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-completes-campos-plaza-cctv-camera-installation.page'],"['complete', 'plaza', 'installation']",[],[],"{'1997', '2023', '2013'}",[]
['NYCHA Launches First-Ever Large-Scale Urban Farm on NYCHA Property'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-launches-first-ever-large-scale.page'],['urban'],[],[],"{'2012', '2023', '2013'}",['red hook west']
"[""Statement of Mayor Bloomberg On Passage of the City's Legislation to Reform New York City Housing Authority's Board (from Mayor's Office)""]",['http://www1.nyc.gov/office-of-the-mayor/news/204-13/statement-mayor-michael-bloomberg-passage.page'],['housing'],[],[],{'2013'},[]
"[""Harlem Children's Zone Opens K‐12 School & Community Center At the St. Nicholas Houses""]",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/hcz-opens-school-community-center.page'],"['houses', 'center']",[],[],"{'2005', '2004', '2023', '2013'}",['grant']
['Department of Environmental Protection Completes Green Infrastructure Projects in Brooklyn That Will Improve Water Quality in Newtown Creek'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/dep-completes-green-infrastructure-projects-in-brooklyn.page'],"['water', 'quality', 'improve', 'environmental', 'department', 'green', 'infrastructure', 'protection']",[],[],"{'2012', '2011', '2010', '2002', '2023', '2013'}","['bushwick', 'wilson']"
"['NYCHA Eliminates Over 178,000 Repair Work Orders from Its Backlog']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-eliminates-over-178000-repair-work-orders-from-its-backlog.page'],"['work', 'repair']",[],[],"{'2012', '2023', '2013'}",[]
['NYCHA Invests $4 Million in Capital Improvements and Repairs'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-invests-four-million-in-capital-improvements-and-repairs.page'],['capital'],[],[],"{'2023', '2013'}",['grant']
['NYCHA Joins Partners to Celebrate Bronx Senior Development Groundbreaking'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-hud-hpd-hdc-join-met-council-arker-companies.page'],['development'],[],[],"{'2012', '2014', '2000', '2023', '2003', '2013'}",['grant']
"['NYCHA, Congresswoman Velázquez and Councilwoman González Announce Relocation Site for Red Hook Senior Citizens Program']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-announces-red-hook-senior-program-relocation-site.page'],"['program', 'site']",[],[],"{'2012', '2023', '2013'}",[]
['NYCHA Launches OpportunityNYCHA.org to Connect Residents to Critical Services'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-launches-new-website-to-connect-residents-to-critical-services.page'],['residents'],[],[],"{'2023', '2013'}",[]
['NYCHA Joins Assemblyman Michael Cusick and Noted Trainer Teddy Atlas to Announce Opening of Boxing Gym for Youth at Berry Houses'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-announces-berry-houses-boxing-gym-opening.page'],['houses'],[],[],"{'2012', '2023', '2013'}","['berry', 'brown']"
['Forest Houses Residents to Help Build New Art Monument'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-forest-houses-residents-to-help-build-new-art-monument.page'],"['houses', 'residents', 'build']",[],[],"{'1978', '1937', '1957', '2002', '2000', '2023', '1999', '1926', '1983', '2013'}","['amsterdam', 'brown', 'forest', 'morrisania']"
"['NYCHA Eliminates Nearly 149,000 Repair Work Orders from Its Backlog']",['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-eliminates-149000-repair-work-orders-from-its-backlog.page'],"['work', 'repair']",[],[],"{'2012', '2023', '2013'}",[]
['New York City Council Member Stephen Levin and NYCHA Announce CCTV Camera Installation Complete at Williams Plaza'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-completes-williams-plaza-cctv-camera-installation.page'],"['complete', 'plaza', 'installation']",[],[],"{'1997', '2023', '2013'}",[]
['New York City Council Member Melissa Mark-Viverito and NYCHA Announce CCTV Camera Installation Complete at Taft Houses'],['https://www1.nyc.gov/site/nycha/about/press/pr-2013/nycha-completes-taft-houses-cctv-camera-installation.page'],"['houses', 'complete', 'installation']",[],[],"{'1997', '2023', '2013'}",['smith']
2012,,,,,,
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings
['NYCHA Development Hurricane Sandy Progress Report (Dec. 14)'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-hurricane-sandy-progress-report.page'],"['development', 'hurricane', 'progress', 'report']",[],[],"{'2012', '2023', '2013'}",[]
['The New York City Housing Authority Receives a $7.1 Million Grant from the U.S. Department of Labor to Provide Nearly 400 Post-Sandy Recovery Jobs'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/hurricane-recovery-jobs-at-nycha.page'],"['housing', 'provide', 'department', 'recovery', 'grant']",[],[],"{'2012', '2023'}","['coney island', 'grant']"
['The New York City Housing Authority Extends Housing Court and Eviction Moratorium to February'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-extends-eviction-moratorium.page'],['housing'],[],[],"{'2012', '2023', '2013'}",['grant']
['NYCHA Housing Court and Eviction Moratorium'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/housing-court-and-eviction-moratorium-11-23-12.page'],['housing'],[],[],"{'2012', '2023', '2013'}",[]
['The New York City Housing Authority Continues Restoration and Remediation Efforts in Housing Developments Impacted by Hurricane Sandy'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-continues-restoration-and-remediation-efforts-in-housing-developments.page'],"['housing', 'developments', 'hurricane']",[],[],"{'2012', '2023'}",['coney island']
"['NYCHA Has Restored Heat, Hot Water and Power to 100% of Its Buildings Affected by Hurricane Sandy']",['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-has-restored-heat-hot-water-power-to--buildings-affected-by-sandy.page'],"['water', 'heat', 'hot', 'power', 'buildings', 'hurricane']",[],[],"{'2012', '2023'}",[]
['NYCHA Has Restored Power to 100% of Its Buildings Affected by Hurricane Sandy'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-has-restored-power-to-buildings-affected-by-hurricane-sandy.page'],"['power', 'buildings', 'hurricane']",[],[],"{'2012', '2023'}","['coney island', 'red hook east', 'red hook west', 'redfern', 'surfside gardens']"
"['NYCHA, New York State Senator Sampson, Assemblyman Maisel Announce CCTV Camera Installation at Bayview Houses']",['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-announces-cctv-camera-installation-complete-at-bayview-houses.page'],"['houses', 'installation']",[],[],"{'2012', '1956', '1997', '2023', '2013'}",[]
['NYCHA & New York State Senator Thomas K. Duane Announce CCTV Camera Installation Complete at Amsterdam Houses'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-announces-cctv-camera-installation-complete-at-amsterdam-houses.page'],"['houses', 'complete', 'installation']",[],[],"{'1997', '2012', '2023', '2013'}","['amsterdam', 'amsterdam addition', 'lincoln']"
['NYCHA Chairman Rhea and HPD Commissioner Wambua Announce Team Chosen for Redevelopment of Randolph Houses in Central Harlem'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-chairman-rhea-and-hpd-commissioner-wambua-announce-team-chosen.page'],"['houses', 'team', 'commissioner']",[],[],"{'2012', '2014', '1979', '1970', '2023', '1990', '1987', '2005'}",['washington']
['NYCHA Begins $69 Million in Capital Improvements and Renovations'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-begins-69-million-in-capital-improvements-and-renovations.page'],['capital'],[],[],"{'2012', '2023', '2013'}",['grant']
"['NYCHA Recieves $300,000 Planning Grant to Lead Revitalization Efforts in Bronx Public Housing Community']",['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-receives-planning-grant-to-lead-revitalization-efforts-in-bronx.page'],"['housing', 'public', 'grant', 'planning']",[],[],"{'2012', '2023'}","['grant', 'johnson', 'mott haven', 'white']"
"['The New York City Housing Authority Announces Plans to Create Thousands of New, Affordable Housing Units']",['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha_plans_to_create_thousands_of_new_affordable_housing_units.page'],['housing'],[],[],"{'2012', '2023', '2013'}",[]
['The New York City Housing Authority Awards Student Residents Thousands of Dollars in Scholarships'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha_awards_student_residents_thousands_of_dollars_in_scholarships.page'],"['housing', 'residents']",[],[],"{'2005', '2012', '2023', '2011'}","['gowanus', 'grant', 'ingersoll', 'jackson', 'park rock rehab', 'parkside', 'ravenswood']"
['NYCHA Announces Receipt of $44 Million in Low-Income Housing Tax Credit Equity'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/nycha-announces-receipt-of-44-million-in-low-income-housing-tax-cr-equity.page'],['housing'],[],[],"{'2012', '2010', '2023', '2013'}",[]
['PAL Play Street Opens at Douglass Houses in Manhattan’s Upper West Side'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/police-athletic-league-play-street-opens-at-douglass-houses.page'],"['houses', 'street']",[],[],"{'1914', '2012', '2023'}",['amsterdam']
['Multi-Million Dollar Funding Announced for Security Cameras at Bronx NYCHA Complexes'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/multi-million-dollar-funding-announced-for-security-cameras-at-bx-nycha.page'],"['funding', 'announced', 'dollar']",[],[],"{'2012', '2023', '2013'}","['johnson', 'pelham parkway', 'throggs neck']"
['New York State and New York City Seek to Double Supportive Housing for People with Special Needs by Using Medicaid Savings'],['https://www1.nyc.gov/site/nycha/about/press/pr-2012/pr_june12-07.page'],['housing'],[],[],"{'2012', '2014', '2003', '2000', '2023', '2005', '2013'}",['grant']
"['NYCHA, HPD, BRONX PRO GROUP, SERVICES FOR THE UNDERSERVED, CHASE AND ENTERPRISE Break Ground On New Energy Efficient Affordable And Supportive Housing Development']",['https://www1.nyc.gov/site/nycha/about/press/pr-2012/pr_may12_04.page'],"['energy', 'housing', 'development', 'efficient']",[' launched in 2003'],[],"{'2012', '2014', '2023', '2003', '2013'}","['morrisania', 'washington']"
"['Plan Announced to Give NYCHA Residents Preference in Filling 2,000 Jobs at New Barclays']",['https://www1.nyc.gov/site/nycha/about/press/pr-2012/pr_april12_26.page'],"['announced', 'plan', 'residents']",[],[],"{'2000', '1900', '2012', '2023'}","['adams', 'farragut', 'forest', 'gowanus', 'ingersoll', 'lafayette', 'whitman', 'wyckoff gardens']"
2011,,,,,,
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings
['NYCHA Chairman Rhea and HPD Commissioner Wambua Announce Second Development in NYC to Combine Affordable Rental Units and Public Housing'],['https://www1.nyc.gov/site/nycha/about/press/pr-2011/NYCHA-HPD-Combine-Affordable-Rental-Units.page'],"['housing', 'development', 'public', 'commissioner']",[],[],"{'2014', '2011', '2000', '2023', '2005'}","['howard', 'howard avenue']"
"['NYCHA, Elected Officials and Residents Acknowledge the Excellent Work Done by the Maintenance Work Order Taskforce at South Jamaica Houses to Address the Backlog of Repairs']",['https://www1.nyc.gov/site/nycha/about/press/pr-2011/work-ticket-task-force-south-jamaica.page'],"['houses', 'work', 'residents']",[],[],{'2023'},[]
['DEP and NYCHA Unveil Green Infrastructure Project'],['https://www1.nyc.gov/site/nycha/about/press/pr-2011/Green-Infrastructure-Project.page'],"['project', 'dep', 'green', 'infrastructure']",[],[],{'2023'},[]
"['NYCHA Joins with Construction & General Building Laborers’ Local 79, MTDC to Celebrate the Addition of More Than 200 Public Housing Residents to the Union']",['https://www1.nyc.gov/site/nycha/about/press/pr-2011/Public-Housing-Residents-to-the-Union.page'],"['building', 'housing', 'public', 'construction', 'residents']",[],[],{'2023'},[]
